"year","site","collector","species","sex","size","weight","comment"
2010,"Alberton",1831,"Cancer irroratus","M",9,NA,""
2010,"Alberton",1831,"Cancer irroratus","M",9,NA,""
2010,"Alberton",1831,"Cancer irroratus","M",9,NA,""
2010,"Alberton",1831,"Cancer irroratus","M",10,NA,""
2010,"Alberton",1831,"Cancer irroratus","M",11,NA,""
2010,"Alberton",1831,"Cancer irroratus","",5,NA,""
2010,"Alberton",1831,"Cancer irroratus","M",6,NA,""
2010,"Alberton",1831,"Cancer irroratus","M",12,NA,""
2010,"Alberton",1831,"Cancer irroratus","F",6,NA,""
2010,"Alberton",1831,"Cancer irroratus","F",7,NA,""
2010,"Alberton",1831,"Cancer irroratus","F",15,NA,""
2010,"Alberton",1831,"Cancer irroratus","F",8,NA,""
2010,"Alberton",1831,"Cancer irroratus","F",8,NA,"softshell"
2010,"Alberton",1831,"Cancer irroratus","F",11,NA,""
2010,"Alberton",1831,"Cancer irroratus","F",7,NA,""
2010,"Alberton",1831,"Cancer irroratus","F",8,NA,""
2010,"Alberton",1831,"Cancer irroratus","F",10,NA,""
2010,"Alberton",1831,"Cancer irroratus","F",10,NA,""
2010,"Alberton",1831,"Cancer irroratus","F",10,NA,""
2010,"Alberton",1831,"Cancer irroratus","F",13,NA,""
2010,"Alberton",1831,"Cancer irroratus","F",8,NA,""
2010,"Alberton",1831,"Cancer irroratus","F",11,NA,""
2010,"Alberton",1831,"Cancer irroratus","F",10,NA,""
2010,"Alberton",1831,"Cancer irroratus","F",10,NA,""
2010,"Alberton",1831,"Cancer irroratus","F",11,NA,""
2010,"Alberton",1831,"Cancer irroratus","F",6,NA,""
2010,"Alberton",1831,"Cancer irroratus","F",9,NA,""
2010,"Alberton",1831,"Cancer irroratus","F",6,NA,""
2010,"Alberton",1831,"Cancer irroratus","F",10,NA,""
2010,"Alberton",1831,"Cancer irroratus","F",15,NA,""
2010,"Alberton",1831,"Cancer irroratus","F",6,NA,""
2010,"Alberton",1831,"Cancer irroratus","F",9,NA,""
2010,"Alberton",1831,"Cancer irroratus","F",7,NA,""
2010,"Alberton",1831,"Cancer irroratus","F",10,NA,""
2010,"Alberton",1831,"Cancer irroratus","F",9,NA,""
2010,"Alberton",1831,"Cancer irroratus","M",15,NA,""
2010,"Alberton",1831,"Cancer irroratus","M",8,NA,""
2010,"Alberton",1831,"Cancer irroratus","M",7,NA,""
2010,"Alberton",1831,"Cancer irroratus","M",11,NA,""
2010,"Alberton",1831,"Cancer irroratus","M",6,NA,""
2010,"Alberton",1831,"Cancer irroratus","M",7,NA,""
2010,"Alberton",1831,"Cancer irroratus","M",11,NA,""
2010,"Alberton",1831,"Cancer irroratus","M",9,NA,""
2010,"Alberton",1831,"Cancer irroratus","M",6,NA,""
2010,"Alberton",1831,"Cancer irroratus","M",9,NA,""
2010,"Alberton",1831,"Cancer irroratus","M",6,NA,""
2010,"Alberton",1831,"Tautogolabrus adspersus","",122,27.1,""
2010,"Alberton",1831,"Tautogolabrus adspersus","",130,28.1,""
2010,"Alberton",1831,"Tautogolabrus adspersus","",81,7.1,""
2010,"Alberton",1831,"Tautogolabrus adspersus","",32,0.4,""
2010,"Alberton",1831,"Tautogolabrus adspersus","",29,0.2,""
2010,"Alberton",1831,"Tautogolabrus adspersus","",32,0.4,""
2010,"Alberton",1831,"Pholis gunnellus","",90,2.3,""
2010,"Alberton",1831,"Pholis gunnellus","",109,3.5,""
2010,"Alberton",1823,"Tautogolabrus adspersus","",65,3.5,""
2010,"Alberton",1823,"Tautogolabrus adspersus","",82,7.1,""
2010,"Alberton",1823,"Tautogolabrus adspersus","",98,13.5,""
2010,"Alberton",1823,"Tautogolabrus adspersus","",72,4.4,""
2010,"Alberton",1823,"Tautogolabrus adspersus","",72,4.6,""
2010,"Alberton",1823,"Tautogolabrus adspersus","",79,7.5,""
2010,"Alberton",1823,"Tautogolabrus adspersus","",46,1.3,""
2010,"Alberton",1823,"Tautogolabrus adspersus","",31,0.4,""
2010,"Alberton",1823,"Tautogolabrus adspersus","",30,0.3,""
2010,"Alberton",1823,"Tautogolabrus adspersus","",39,0.9,""
2010,"Alberton",1823,"Tautogolabrus adspersus","",32,0.5,""
2010,"Alberton",1823,"Ulvaria subbifurcata","",87,5.8,""
2010,"Alberton",1823,"Cancer irroratus","M",50,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",36,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",31,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",25,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",28,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",23,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",22,NA,"softshell"
2010,"Alberton",1823,"Cancer irroratus","F",25,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",26,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",20,NA,"softshell"
2010,"Alberton",1823,"Cancer irroratus","F",21,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",22,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",17,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",21,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",17,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",16,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",16,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",17,NA,"softshell"
2010,"Alberton",1823,"Cancer irroratus","M",16,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",15,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",15,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",13,NA,"softshell"
2010,"Alberton",1823,"Cancer irroratus","F",13,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",14,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",15,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",15,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",13,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",14,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",14,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",14,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",14,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",14,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",15,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",10,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",13,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",13,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",14,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",10,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",11,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",11,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",14,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",10,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",10,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",11,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",12,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",14,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",11,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",11,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",11,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",13,NA,"softshell"
2010,"Alberton",1823,"Cancer irroratus","F",13,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",10,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",10,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",11,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",11,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",13,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",6,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",6,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",9,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",8,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",10,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",7,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",7,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",8,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",9,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",10,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",7,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",8,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",7,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",7,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",9,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",9,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",10,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",8,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",8,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",9,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",9,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",10,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",7,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",8,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",8,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",10,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",7,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",6,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",7,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",7,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",7,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",10,NA,"softshell"
2010,"Alberton",1823,"Cancer irroratus","M",6,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",6,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",9,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",10,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",11,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",10,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",6,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",7,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",7,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",8,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",9,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",6,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",6,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",6,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",7,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",9,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",10,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",10,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",7,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",8,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",8,NA,"softshell"
2010,"Alberton",1823,"Cancer irroratus","M",9,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",10,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",6,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",6,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",6,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",7,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",7,NA,""
2010,"Alberton",1823,"Cancer irroratus","M",8,NA,"softshell"
2010,"Alberton",1823,"Cancer irroratus","M",9,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",6,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",7,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",8,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",8,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",9,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",9,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",7,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",8,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",9,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",10,NA,""
2010,"Alberton",1823,"Cancer irroratus","F",6,NA,""
2010,"Alberton",1823,"Cancer irroratus","",5,NA,""
2010,"Alberton",1823,"Cancer irroratus","",5,NA,""
2010,"Alberton",1823,"Cancer irroratus","",5,NA,""
2010,"Alberton",1823,"Cancer irroratus","",5,NA,""
2010,"Alberton",1823,"Cancer irroratus","",5,NA,""
2010,"Alberton",1823,"Cancer irroratus","",4,NA,""
2010,"Alberton",1836,"Homarus americanus","M",32,NA,""
2010,"Alberton",1836,"Homarus americanus","M",20,NA,""
2010,"Alberton",1837,"Homarus americanus","F",15,NA,""
2010,"Alberton",1837,"Homarus americanus","F",18,NA,""
2010,"Alberton",1833,"Homarus americanus","",9,NA,""
2010,"Alberton",1833,"Homarus americanus","F",16,NA,""
2010,"Alberton",1833,"Homarus americanus","M",27,NA,""
2010,"Alberton",1833,"Homarus americanus","F",18,NA,""
2010,"Alberton",1829,"Homarus americanus","",5,NA,""
2010,"Alberton",1829,"Homarus americanus","F",14,NA,""
2010,"Alberton",1829,"Homarus americanus","M",24,NA,""
2010,"Alberton",1840,"Homarus americanus","M",45,NA,""
2010,"Alberton",1840,"Homarus americanus","",11,NA,""
2010,"Alberton",1840,"Homarus americanus","",9,NA,""
2010,"Alberton",1840,"Homarus americanus","M",25,NA,""
2010,"Alberton",1840,"Homarus americanus","F",36,NA,""
2010,"Alberton",1840,"Homarus americanus","F",27,NA,""
2010,"Alberton",1822,"Homarus americanus","F",27,NA,""
2010,"Alberton",1818,"Ulvaria subbifurcata","",129,20.7,""
2010,"Alberton",1818,"Ulvaria subbifurcata","",101,10.9,""
2010,"Alberton",1818,"Tautogolabrus adspersus","",95,14.6,""
2010,"Alberton",1818,"Tautogolabrus adspersus","",98,13.2,""
2010,"Alberton",1818,"Tautogolabrus adspersus","",48,1.4,""
2010,"Alberton",1818,"Tautogolabrus adspersus","",44,1,""
2010,"Alberton",1818,"Cancer irroratus","M",44,NA,""
2010,"Alberton",1818,"Cancer irroratus","F",38,NA,""
2010,"Alberton",1818,"Cancer irroratus","M",20,NA,""
2010,"Alberton",1818,"Cancer irroratus","M",24,NA,""
2010,"Alberton",1818,"Cancer irroratus","M",24,NA,""
2010,"Alberton",1818,"Cancer irroratus","F",20,NA,""
2010,"Alberton",1818,"Cancer irroratus","F",28,NA,""
2010,"Alberton",1818,"Cancer irroratus","F",24,NA,""
2010,"Alberton",1818,"Cancer irroratus","F",21,NA,""
2010,"Alberton",1818,"Cancer irroratus","F",23,NA,""
2010,"Alberton",1818,"Cancer irroratus","M",21,NA,""
2010,"Alberton",1818,"Cancer irroratus","M",16,NA,""
2010,"Alberton",1818,"Cancer irroratus","F",17,NA,""
2010,"Alberton",1818,"Cancer irroratus","F",17,NA,""
2010,"Alberton",1818,"Cancer irroratus","M",16,NA,""
2010,"Alberton",1818,"Cancer irroratus","F",15,NA,""
2010,"Alberton",1818,"Cancer irroratus","",15,NA,"softshell"
2010,"Alberton",1818,"Cancer irroratus","M",14,NA,""
2010,"Alberton",1818,"Cancer irroratus","M",15,NA,""
2010,"Alberton",1818,"Cancer irroratus","F",13,NA,""
2010,"Alberton",1818,"Cancer irroratus","F",14,NA,""
2010,"Alberton",1818,"Cancer irroratus","F",14,NA,""
2010,"Alberton",1818,"Cancer irroratus","F",14,NA,"softshell"
2010,"Alberton",1818,"Cancer irroratus","M",14,NA,""
2010,"Alberton",1818,"Cancer irroratus","M",9,NA,""
2010,"Alberton",1818,"Cancer irroratus","M",10,NA,""
2010,"Alberton",1818,"Cancer irroratus","M",10,NA,""
2010,"Alberton",1818,"Cancer irroratus","M",10,NA,""
2010,"Alberton",1818,"Cancer irroratus","M",9,NA,""
2010,"Alberton",1818,"Cancer irroratus","M",10,NA,""
2010,"Alberton",1818,"Cancer irroratus","M",12,NA,"softshell"
2010,"Alberton",1818,"Cancer irroratus","F",8,NA,""
2010,"Alberton",1818,"Cancer irroratus","F",9,NA,""
2010,"Alberton",1818,"Cancer irroratus","F",10,NA,""
2010,"Alberton",1818,"Cancer irroratus","F",11,NA,""
2010,"Alberton",1818,"Cancer irroratus","F",12,NA,""
2010,"Alberton",1818,"Cancer irroratus","M",6,NA,""
2010,"Alberton",1818,"Cancer irroratus","M",7,NA,""
2010,"Alberton",1818,"Cancer irroratus","M",9,NA,""
2010,"Alberton",1818,"Cancer irroratus","M",12,NA,""
2010,"Alberton",1818,"Cancer irroratus","M",13,NA,""
2010,"Alberton",1818,"Cancer irroratus","M",9,NA,""
2010,"Alberton",1818,"Cancer irroratus","M",10,NA,""
2010,"Alberton",1818,"Cancer irroratus","M",11,NA,""
2010,"Alberton",1818,"Cancer irroratus","M",15,NA,"softshell"
2010,"Alberton",1818,"Cancer irroratus","M",8,NA,""
2010,"Alberton",1818,"Cancer irroratus","M",12,NA,"softshell"
2010,"Alberton",1818,"Cancer irroratus","F",7,NA,""
2010,"Alberton",1818,"Cancer irroratus","F",10,NA,""
2010,"Alberton",1818,"Cancer irroratus","F",10,NA,""
2010,"Alberton",1818,"Cancer irroratus","F",11,NA,""
2010,"Alberton",1818,"Cancer irroratus","F",9,NA,""
2010,"Alberton",1818,"Cancer irroratus","F",10,NA,""
2010,"Alberton",1818,"Cancer irroratus","F",13,NA,""
2010,"Alberton",1818,"Cancer irroratus","F",10,NA,""
2010,"Alberton",1818,"Cancer irroratus","F",14,NA,"softshell"
2010,"Alberton",1818,"Cancer irroratus","F",9,NA,""
2010,"Alberton",1818,"Cancer irroratus","",6,NA,""
2010,"Alberton",1818,"Cancer irroratus","M",6,NA,""
2010,"Alberton",1818,"Cancer irroratus","M",8,NA,""
2010,"Alberton",1818,"Cancer irroratus","M",8,NA,""
2010,"Alberton",1818,"Cancer irroratus","M",9,NA,""
2010,"Alberton",1818,"Cancer irroratus","M",6,NA,"softshell"
2010,"Alberton",1818,"Cancer irroratus","M",6,NA,""
2010,"Alberton",1818,"Cancer irroratus","M",6,NA,""
2010,"Alberton",1818,"Cancer irroratus","M",9,NA,""
2010,"Alberton",1818,"Cancer irroratus","M",7,NA,""
2010,"Alberton",1818,"Cancer irroratus","M",8,NA,""
2010,"Alberton",1818,"Cancer irroratus","M",10,NA,""
2010,"Alberton",1818,"Cancer irroratus","M",10,NA,""
2010,"Alberton",1818,"Cancer irroratus","M",9,NA,"softshell"
2010,"Alberton",1818,"Cancer irroratus","M",6,NA,""
2010,"Alberton",1818,"Cancer irroratus","M",6,NA,""
2010,"Alberton",1818,"Cancer irroratus","M",6,NA,""
2010,"Alberton",1818,"Cancer irroratus","F",6,NA,""
2010,"Alberton",1818,"Cancer irroratus","F",6,NA,""
2010,"Alberton",1818,"Cancer irroratus","F",6,NA,""
2010,"Alberton",1818,"Cancer irroratus","F",6,NA,""
2010,"Alberton",1818,"Cancer irroratus","F",7,NA,""
2010,"Alberton",1818,"Cancer irroratus","F",6,NA,""
2010,"Alberton",1818,"Cancer irroratus","F",7,NA,""
2010,"Alberton",1818,"Cancer irroratus","F",7,NA,""
2010,"Alberton",1818,"Cancer irroratus","F",9,NA,"softshell"
2010,"Alberton",1818,"Cancer irroratus","F",11,NA,""
2010,"Alberton",1818,"Cancer irroratus","F",7,NA,""
2010,"Alberton",1818,"Cancer irroratus","F",7,NA,""
2010,"Alberton",1818,"Cancer irroratus","",5,NA,""
2010,"Alberton",1818,"Cancer irroratus","",4,NA,""
2010,"Alberton",1825,"Tautogolabrus adspersus","",68,3.9,""
2010,"Alberton",1825,"Tautogolabrus adspersus","",37,0.5,""
2010,"Alberton",1825,"Tautogolabrus adspersus","",40,0.8,""
2010,"Alberton",1825,"Ulvaria subbifurcata","",109,11.7,""
2010,"Alberton",1825,"Cancer irroratus","M",23,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",23,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",26,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",22,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",21,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",23,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",25,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",28,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",23,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",19,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",17,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",19,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",16,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",15,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",14,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",15,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",15,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",15,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",14,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",12,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",10,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",11,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",9,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",13,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",7,NA,"softshell"
2010,"Alberton",1825,"Cancer irroratus","F",8,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",7,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",6,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",6,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",11,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",8,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",9,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",10,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",9,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",8,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",10,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",11,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",11,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",10,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",12,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",13,NA,""
2010,"Alberton",1825,"Cancer irroratus","",5,NA,""
2010,"Alberton",1825,"Cancer irroratus","",5,NA,""
2010,"Alberton",1825,"Cancer irroratus","",5,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",6,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",9,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",10,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",11,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",7,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",9,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",9,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",6,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",6,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",10,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",11,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",8,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",6,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",6,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",10,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",7,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",7,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",9,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",9,NA,""
2010,"Alberton",1825,"Cancer irroratus","F",10,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",11,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",9,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",14,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",10,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",11,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",12,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",8,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",9,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",11,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",10,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",7,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",9,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",13,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",8,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",11,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",10,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",7,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",6,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",6,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",8,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",9,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",10,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",6,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",7,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",6,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",6,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",6,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",8,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",7,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",7,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",9,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",6,NA,""
2010,"Alberton",1825,"Cancer irroratus","M",8,NA,""
2010,"Alberton",1827,"Tautogolabrus adspersus","",107,17.8,""
2010,"Alberton",1827,"Tautogolabrus adspersus","",79,6.1,""
2010,"Alberton",1827,"Pholis gunnellus","",79,1.5,""
2010,"Alberton",1827,"Pholis gunnellus","",91,2.5,""
2010,"Alberton",1827,"Cancer irroratus","M",41,NA,""
2010,"Alberton",1827,"Cancer irroratus","F",21,NA,"softshell"
2010,"Alberton",1827,"Cancer irroratus","M",21,NA,""
2010,"Alberton",1827,"Cancer irroratus","F",16,NA,""
2010,"Alberton",1827,"Cancer irroratus","F",18,NA,""
2010,"Alberton",1827,"Cancer irroratus","F",17,NA,""
2010,"Alberton",1827,"Cancer irroratus","F",18,NA,""
2010,"Alberton",1827,"Cancer irroratus","M",16,NA,""
2010,"Alberton",1827,"Cancer irroratus","M",15,NA,""
2010,"Alberton",1827,"Cancer irroratus","F",15,NA,""
2010,"Alberton",1827,"Cancer irroratus","F",14,NA,""
2010,"Alberton",1827,"Cancer irroratus","F",15,NA,""
2010,"Alberton",1827,"Cancer irroratus","M",15,NA,""
2010,"Alberton",1827,"Cancer irroratus","M",13,NA,""
2010,"Alberton",1827,"Cancer irroratus","M",12,NA,""
2010,"Alberton",1827,"Cancer irroratus","M",11,NA,""
2010,"Alberton",1827,"Cancer irroratus","M",11,NA,""
2010,"Alberton",1827,"Cancer irroratus","M",10,NA,""
2010,"Alberton",1827,"Cancer irroratus","F",11,NA,""
2010,"Alberton",1827,"Cancer irroratus","F",10,NA,""
2010,"Alberton",1827,"Cancer irroratus","F",14,NA,""
2010,"Alberton",1827,"Cancer irroratus","M",7,NA,""
2010,"Alberton",1827,"Cancer irroratus","M",8,NA,""
2010,"Alberton",1827,"Cancer irroratus","M",8,NA,""
2010,"Alberton",1827,"Cancer irroratus","M",9,NA,""
2010,"Alberton",1827,"Cancer irroratus","M",9,NA,""
2010,"Alberton",1827,"Cancer irroratus","M",10,NA,""
