"year","site","collector","species","size","sex","claws"
2019,"Skinner's Pond",1226,"Homarus americanus",22,"F",NA
2019,"Skinner's Pond",1226,"Homarus americanus",16.2,"",NA
2019,"Skinner's Pond",1226,"Homarus americanus",10.1,"",NA
2019,"Skinner's Pond",1226,"Homarus americanus",10.1,"",NA
2019,"Skinner's Pond",1226,"Homarus americanus",15.7,"",NA
2019,"Skinner's Pond",1226,"Homarus americanus",7.4,"",NA
2019,"Skinner's Pond",1226,"Homarus americanus",8.3,"",NA
2019,"Skinner's Pond",1226,"Homarus americanus",9.1,"",NA
2019,"Skinner's Pond",1227,"Homarus americanus",28.1,"M",NA
2019,"Skinner's Pond",1227,"Homarus americanus",21.4,"F",NA
2019,"Skinner's Pond",1227,"Homarus americanus",14.8,"",NA
2019,"Skinner's Pond",1227,"Homarus americanus",8,"",NA
2019,"Skinner's Pond",1227,"Homarus americanus",6.7,"",NA
2019,"Skinner's Pond",1228,"Homarus americanus",44.5,"F",NA
2019,"Skinner's Pond",1228,"Homarus americanus",34.7,"F",NA
2019,"Skinner's Pond",1228,"Homarus americanus",17.6,"",NA
2019,"Skinner's Pond",1228,"Homarus americanus",22.8,"M",NA
2019,"Skinner's Pond",1228,"Homarus americanus",17.8,"",NA
2019,"Skinner's Pond",1228,"Homarus americanus",8.2,"",NA
2019,"Skinner's Pond",1228,"Homarus americanus",6.4,"",NA
2019,"Skinner's Pond",1228,"Homarus americanus",14,"",NA
2019,"Skinner's Pond",1228,"Homarus americanus",8.5,"",NA
2019,"Skinner's Pond",1228,"Homarus americanus",7.4,"",NA
2019,"Skinner's Pond",1229,"Homarus americanus",24,"F",NA
2019,"Skinner's Pond",1229,"Homarus americanus",33.1,"M",NA
2019,"Skinner's Pond",1229,"Homarus americanus",19.9,"",NA
2019,"Skinner's Pond",1229,"Homarus americanus",14.6,"",NA
2019,"Skinner's Pond",1229,"Homarus americanus",16.5,"",NA
2019,"Skinner's Pond",1229,"Homarus americanus",14.4,"",NA
2019,"Skinner's Pond",1229,"Homarus americanus",8,"",NA
2019,"Skinner's Pond",1229,"Homarus americanus",8.5,"",NA
2019,"Skinner's Pond",1229,"Homarus americanus",13.4,"",NA
2019,"Skinner's Pond",1229,"Homarus americanus",7.9,"",NA
2019,"Skinner's Pond",1230,"Homarus americanus",18.7,"",NA
2019,"Skinner's Pond",1230,"Homarus americanus",12.3,"",NA
2019,"Skinner's Pond",1230,"Homarus americanus",23.2,"F",NA
2019,"Skinner's Pond",1230,"Homarus americanus",31,"M",NA
2019,"Skinner's Pond",1230,"Homarus americanus",17.1,"",NA
2019,"Skinner's Pond",1230,"Homarus americanus",14.4,"",NA
2019,"Skinner's Pond",1230,"Homarus americanus",7.2,"",NA
2019,"Skinner's Pond",1230,"Homarus americanus",20.1,"F",NA
2019,"Skinner's Pond",1230,"Homarus americanus",15.2,"",NA
2019,"Skinner's Pond",1230,"Homarus americanus",14.8,"",NA
2019,"Skinner's Pond",1230,"Homarus americanus",34.7,"M",NA
2019,"Skinner's Pond",1230,"Homarus americanus",32.3,"F",NA
2019,"Skinner's Pond",1230,"Homarus americanus",19.8,"",NA
2019,"Skinner's Pond",1230,"Homarus americanus",9.1,"",NA
2019,"Skinner's Pond",1230,"Homarus americanus",9.3,"",NA
2019,"Skinner's Pond",1230,"Homarus americanus",8.8,"",NA
2019,"Skinner's Pond",1230,"Homarus americanus",9,"",NA
2019,"Skinner's Pond",1230,"Homarus americanus",9.4,"",NA
2019,"Skinner's Pond",1230,"Homarus americanus",7.3,"",NA
2019,"Skinner's Pond",1230,"Homarus americanus",8.4,"",NA
2019,"Alberton",1293,"Homarus americanus",NA,"",NA
