"year","site","collector","condition","comment"
2014,"Skinner's Pond",927,"OK",""
2014,"Skinner's Pond",928,"OK",""
2014,"Skinner's Pond",929,"OK",""
2014,"Skinner's Pond",930,"OK",""
2014,"Skinner's Pond",916,"OK",""
2014,"Skinner's Pond",912,"OK",""
2014,"Skinner's Pond",913,"OK",""
2014,"Skinner's Pond",914,"OK",""
2014,"Murray Harbour",969,"Damaged","no gravel; upside down"
2014,"Murray Harbour",968,"OK",""
2014,"Murray Harbour",967,"OK",""
2014,"Murray Harbour",966,"OK",""
2014,"Murray Harbour",971,"OK",""
2014,"Murray Harbour",972,"OK",""
2014,"Murray Harbour",973,"OK",""
2014,"Murray Harbour",974,"OK",""
2014,"Murray Harbour",975,"OK",""
2014,"Murray Harbour",970,"OK",""
2014,"Murray Harbour",961,"OK",""
2014,"Murray Harbour",962,"OK",""
2014,"Murray Harbour",963,"OK",""
2014,"Murray Harbour",964,"OK",""
2014,"Murray Harbour",965,"OK",""
2014,"Murray Harbour",959,"OK",""
2014,"Murray Harbour",958,"OK",""
2014,"Murray Harbour",957,"OK",""
2014,"Murray Harbour",956,"OK",""
2014,"Murray Harbour",976,"OK",""
2014,"Murray Harbour",977,"OK",""
2014,"Murray Harbour",978,"OK",""
2014,"Murray Harbour",979,"OK",""
2014,"Murray Harbour",960,"OK",""
2014,"Murray Harbour",980,"OK",""
2014,"Murray Harbour",985,"OK",""
2014,"Murray Harbour",984,"<1/2",""
2014,"Murray Harbour",983,"OK",""
2014,"Murray Harbour",982,"OK",""
2014,"Murray Harbour",981,"OK",""
2015,"Fortune",621,"OK",""
2015,"Fortune",625,"OK",""
2015,"Fortune",632,"OK",""
2015,"Fortune",633,"OK",""
2015,"Fortune",634,"OK",""
2015,"Fortune",635,"OK",""
2015,"Fortune",630,"OK",""
2015,"Fortune",636,"OK",""
2015,"Fortune",639,"OK",""
2015,"Fortune",643,"OK",""
2015,"Fortune",627,"OK",""
2015,"Fortune",644,"OK",""
2015,"Fortune",645,"OK",""
2015,"Fortune",646,"OK",""
2015,"Fortune",647,"OK",""
2015,"Fortune",628,"OK",""
2015,"Fortune",648,"OK",""
2015,"Fortune",649,"OK",""
2015,"Fortune",650,"OK",""
2015,"Fortune",629,"OK",""
2015,"Fortune",641,"OK",""
2015,"Fortune",642,"OK",""
2015,"Fortune",624,"OK",""
2015,"Fortune",631,"OK",""
2015,"Fortune",623,"OK",""
2015,"Fortune",622,"OK",""
2015,"Fortune",640,"OK",""
2015,"Fortune",637,"OK",""
2015,"Fortune",638,"OK",""
2015,"Fortune",626,"OK",""
2015,"Covehead",788,"OK",""
2015,"Covehead",794,"OK","5% gravel"
2015,"Covehead",790,"OK",""
2015,"Covehead",781,"OK",""
2015,"Covehead",783,"OK",""
2015,"Covehead",784,"OK",""
2015,"Covehead",785,"OK",""
2015,"Covehead",776,"OK",""
2015,"Covehead",777,"OK","25% gravel"
2015,"Covehead",778,"OK",""
2015,"Covehead",779,"OK","no gravel"
2015,"Covehead",780,"OK",""
2015,"Covehead",793,"OK","3% gravel"
2015,"Covehead",789,"OK",""
2015,"Covehead",786,"OK",""
2015,"Covehead",800,"OK",""
2015,"Covehead",796,"OK",""
2015,"Covehead",795,"OK",""
2015,"Covehead",802,"OK","no gravel"
2015,"Covehead",798,"OK",""
2015,"Covehead",791,"Lost","upside down"
2015,"Covehead",799,"OK",""
2015,"Covehead",792,"Lost","upside down"
2015,"Covehead",787,"OK",""
2015,"Covehead",803,"Lost","upside down"
2015,"Covehead",804,"OK",""
2015,"Covehead",805,"OK",""
2015,"Murray Harbour",660,"<1/2",""
2015,"Murray Harbour",659,">1/2","full of sediment"
2015,"Murray Harbour",664,"OK",""
2015,"Murray Harbour",665,"<1/2",""
2015,"Murray Harbour",658,"<1/2",""
2015,"Murray Harbour",657,"OK","9 periwinkles"
2015,"Murray Harbour",666,"OK","lost 1 crab"
2015,"Murray Harbour",656,"OK","7 periwinkles"
2015,"Murray Harbour",661,"OK",""
2015,"Murray Harbour",662,"OK",""
2015,"Murray Harbour",663,"OK","1 periwinkle"
2015,"Murray Harbour",667,"OK",""
2015,"Murray Harbour",668,"OK",""
2015,"Murray Harbour",669,"Lost","upside down / missing lots of gravel"
2015,"Murray Harbour",670,"OK",""
2015,"Murray Harbour",671,"OK",""
2015,"Murray Harbour",672,"OK",""
2015,"Murray Harbour",673,"OK",""
2015,"Murray Harbour",674,"OK",""
2015,"Murray Harbour",675,"OK",""
2015,"Murray Harbour",676,"OK",""
2015,"Murray Harbour",677,"OK",""
2015,"Murray Harbour",678,"OK",""
2015,"Murray Harbour",679,"OK",""
2015,"Murray Harbour",680,"OK",""
2015,"Murray Harbour",685,"OK",""
2015,"Murray Harbour",683,"OK",""
2015,"Murray Harbour",682,"OK",""
2015,"Nine Mile Creek",762,"OK","2% gravel"
2015,"Nine Mile Creek",761,"OK",""
2015,"Nine Mile Creek",767,"Damaged","damage, will not use data"
2015,"Nine Mile Creek",763,"OK",""
2015,"Nine Mile Creek",760,"OK",""
2015,"Nine Mile Creek",755,"OK",""
2015,"Nine Mile Creek",764,"OK",""
2015,"Nine Mile Creek",759,"OK",""
2015,"Nine Mile Creek",754,"OK",""
2015,"Nine Mile Creek",775,"OK",""
2015,"Nine Mile Creek",770,"OK",""
2015,"Nine Mile Creek",772,"OK",""
2015,"Nine Mile Creek",758,"OK",""
2015,"Nine Mile Creek",747,"OK",""
2015,"Nine Mile Creek",757,"OK",""
2015,"Nine Mile Creek",752,"OK",""
2015,"Nine Mile Creek",746,"OK",""
2015,"Nine Mile Creek",748,"OK",""
2015,"Nine Mile Creek",774,"OK","20% gravel"
2015,"Nine Mile Creek",751,"OK",""
2015,"Nine Mile Creek",768,"OK",""
2015,"Nine Mile Creek",773,"OK",""
2015,"Nine Mile Creek",769,"OK",""
2015,"Nine Mile Creek",765,"OK","50% gravel"
2015,"Nine Mile Creek",750,"OK","10% gravel"
2015,"Nine Mile Creek",756,"OK",""
2015,"Nine Mile Creek",766,"OK",""
2015,"Nine Mile Creek",771,"OK",""
2015,"Nine Mile Creek",749,"OK",""
2015,"Alberton",701,">1/2","full of sediment"
2015,"Alberton",688,">1/2","full of sediment"
2015,"Alberton",690,"OK",""
2015,"Alberton",693,"OK",""
2015,"Alberton",686,"OK",""
2015,"Alberton",694,"OK",""
2015,"Alberton",698,"OK",""
2015,"Alberton",699,"OK",""
2015,"Alberton",696,">1/2",""
2015,"Alberton",695,"OK",""
2015,"Alberton",700,"<1/2",""
2015,"Alberton",707,"OK",""
2015,"Alberton",689,">1/2",""
2015,"Alberton",697,">1/2",""
2015,"Alberton",708,"OK",""
2015,"Alberton",702,">1/2",""
2015,"Alberton",703,">1/2",""
2015,"Alberton",709,"<1/2",""
2015,"Alberton",715,">1/2",""
2015,"Alberton",714,"<1/2",""
2015,"Alberton",713,">1/2",""
2015,"Alberton",712,"OK",""
2015,"Alberton",706,"OK",""
2015,"Alberton",705,"OK",""
2015,"Alberton",692,"OK",""
2015,"Alberton",691,"OK",""
2015,"Alberton",704,"OK",""
2015,"Alberton",710,"OK",""
2015,"Skinner's Pond",722,"OK",""
2015,"Skinner's Pond",717,"OK",""
2015,"Skinner's Pond",723,"OK",""
2015,"Skinner's Pond",742,"OK",""
2015,"Skinner's Pond",729,"OK",""
2015,"Skinner's Pond",724,"OK",""
2015,"Skinner's Pond",738,"OK",""
2015,"Skinner's Pond",739,"OK",""
2015,"Skinner's Pond",719,"OK",""
2015,"Skinner's Pond",728,"OK",""
2015,"Skinner's Pond",743,"OK",""
2015,"Skinner's Pond",734,"OK",""
2015,"Skinner's Pond",733,"OK",""
2015,"Skinner's Pond",737,"OK",""
2015,"Skinner's Pond",718,"OK",""
2015,"Skinner's Pond",727,"OK",""
2015,"Skinner's Pond",744,"OK",""
2015,"Skinner's Pond",726,"OK",""
2015,"Skinner's Pond",731,"OK",""
2015,"Skinner's Pond",732,"OK",""
2015,"Skinner's Pond",736,"OK",""
2015,"Skinner's Pond",720,"OK",""
2015,"Skinner's Pond",725,"OK",""
2015,"Skinner's Pond",745,"OK",""
2015,"Skinner's Pond",740,"OK",""
2015,"Skinner's Pond",716,"OK",""
2015,"Skinner's Pond",741,"OK",""
2015,"Skinner's Pond",730,"OK",""
2015,"Skinner's Pond",735,"OK",""
2015,"Skinner's Pond",721,"OK",""
2015,"Cape Egmont",816,"OK",""
2015,"Cape Egmont",821,"OK",""
2015,"Cape Egmont",817,"OK",""
2015,"Cape Egmont",826,"OK",""
2015,"Cape Egmont",818,"OK",""
2015,"Cape Egmont",822,"OK",""
2015,"Cape Egmont",836,"OK",""
2015,"Cape Egmont",838,"OK",""
2015,"Cape Egmont",823,"OK",""
2015,"Cape Egmont",827,"OK",""
2015,"Cape Egmont",806,"OK",""
2015,"Cape Egmont",811,"OK",""
2015,"Cape Egmont",807,"OK",""
2015,"Cape Egmont",812,"OK",""
2015,"Cape Egmont",809,"OK",""
2015,"Cape Egmont",828,"OK",""
2015,"Cape Egmont",837,"OK",""
2015,"Cape Egmont",820,"OK",""
2015,"Cape Egmont",839,"OK",""
2015,"Cape Egmont",813,"OK",""
2015,"Cape Egmont",825,"OK",""
2015,"Cape Egmont",808,"OK",""
2015,"Cape Egmont",830,"OK",""
2015,"Cape Egmont",810,"OK",""
2015,"Cape Egmont",840,"OK",""
2015,"Cape Egmont",824,"OK",""
2015,"Cape Egmont",815,"OK",""
2015,"Cape Egmont",819,"OK",""
2015,"Cape Egmont",829,"OK",""
2015,"Cape Egmont",814,"OK",""
2016,"Fortune",626,"OK",""
2016,"Fortune",628,"OK",""
2016,"Fortune",604,"OK",""
2016,"Fortune",612,"OK",""
2016,"Fortune",619,"OK",""
2016,"Fortune",613,"OK",""
2016,"Fortune",606,"OK",""
2016,"Fortune",614,"OK",""
2016,"Fortune",627,"OK",""
2016,"Fortune",617,"OK",""
2016,"Fortune",603,"OK",""
2016,"Fortune",620,"OK",""
2016,"Fortune",622,"OK",""
2016,"Fortune",621,"OK",""
2016,"Fortune",609,"OK",""
2016,"Fortune",607,"OK",""
2016,"Fortune",630,"OK",""
2016,"Fortune",615,"OK",""
2016,"Fortune",602,"OK",""
2016,"Fortune",605,"OK",""
2016,"Fortune",608,"OK",""
2016,"Fortune",610,"OK",""
2016,"Fortune",611,"OK",""
2016,"Fortune",616,"OK",""
2016,"Fortune",618,"OK",""
2016,"Fortune",629,"OK",""
2016,"Fortune",623,"OK",""
2016,"Fortune",624,"OK",""
2016,"Fortune",625,"OK",""
2016,"Fortune",601,"OK",""
2016,"Nine Mile Creek",873,"OK",""
2016,"Nine Mile Creek",889,"OK",""
2016,"Nine Mile Creek",880,"OK",""
2016,"Nine Mile Creek",875,"OK",""
2016,"Nine Mile Creek",893,"OK",""
2016,"Nine Mile Creek",896,"OK",""
2016,"Nine Mile Creek",891,"OK",""
2016,"Nine Mile Creek",894,"OK",""
2016,"Nine Mile Creek",892,"OK",""
2016,"Nine Mile Creek",881,"OK",""
2016,"Nine Mile Creek",888,"OK",""
2016,"Nine Mile Creek",871,"OK",""
2016,"Nine Mile Creek",884,"OK",""
2016,"Nine Mile Creek",874,"OK",""
2016,"Nine Mile Creek",877,"OK",""
2016,"Nine Mile Creek",872,"OK",""
2016,"Nine Mile Creek",897,"OK",""
2016,"Nine Mile Creek",900,"OK",""
2016,"Nine Mile Creek",899,"OK",""
2016,"Nine Mile Creek",898,"OK",""
2016,"Nine Mile Creek",878,"OK",""
2016,"Nine Mile Creek",876,"OK",""
2016,"Nine Mile Creek",882,"OK",""
2016,"Nine Mile Creek",879,"OK",""
2016,"Nine Mile Creek",886,"OK",""
2016,"Nine Mile Creek",887,"OK",""
2016,"Nine Mile Creek",890,"OK",""
2016,"Nine Mile Creek",895,"OK",""
2016,"Nine Mile Creek",883,"OK",""
2016,"Murray Harbour",681,"OK",""
2016,"Murray Harbour",668,"OK",""
2016,"Murray Harbour",675,"OK",""
2016,"Murray Harbour",839,"OK",""
2016,"Murray Harbour",837,"OK",""
2016,"Murray Harbour",838,"OK",""
2016,"Murray Harbour",686,"OK",""
2016,"Murray Harbour",683,"OK",""
2016,"Murray Harbour",684,"OK",""
2016,"Murray Harbour",666,"OK",""
2016,"Murray Harbour",669,"OK",""
2016,"Murray Harbour",840,"OK",""
2016,"Murray Harbour",690,"OK",""
2016,"Murray Harbour",676,"OK",""
2016,"Murray Harbour",673,"OK",""
2016,"Murray Harbour",680,"OK",""
2016,"Murray Harbour",678,"OK",""
2016,"Murray Harbour",682,"OK",""
2016,"Murray Harbour",685,"OK",""
2016,"Murray Harbour",687,"OK",""
2016,"Murray Harbour",671,"OK",""
2016,"Murray Harbour",670,"OK",""
2016,"Murray Harbour",689,"OK",""
2016,"Murray Harbour",688,"OK",""
2016,"Murray Harbour",836,"OK",""
2016,"Murray Harbour",677,"OK",""
2016,"Murray Harbour",672,"OK",""
2016,"Murray Harbour",667,"OK",""
2016,"Murray Harbour",674,"OK",""
2016,"Covehead",741,"OK",""
2016,"Covehead",735,"OK",""
2016,"Covehead",748,"Lost",""
2016,"Covehead",733,"Lost",""
2016,"Covehead",739,"OK",""
2016,"Covehead",745,"OK",""
2016,"Covehead",743,"OK",""
2016,"Covehead",759,"Lost",""
2016,"Covehead",758,"OK",""
2016,"Covehead",731,"OK",""
2016,"Covehead",752,"OK",""
2016,"Covehead",749,"OK",""
2016,"Covehead",742,"OK",""
2016,"Covehead",744,"OK",""
2016,"Covehead",751,"OK",""
2016,"Covehead",753,"Lost",""
2016,"Covehead",746,"OK",""
2016,"Covehead",754,"Lost",""
2016,"Covehead",736,"Lost",""
2016,"Covehead",732,"OK",""
2016,"Covehead",738,"OK",""
2016,"Covehead",756,"OK",""
2016,"Covehead",757,"Lost",""
2016,"Covehead",737,"Lost",""
2016,"Covehead",740,"OK",""
2016,"Covehead",734,"Lost",""
2016,"Cape Egmont",654,"OK",""
2016,"Cape Egmont",648,"OK",""
2016,"Cape Egmont",638,"OK",""
2016,"Cape Egmont",658,"OK",""
2016,"Cape Egmont",659,"OK",""
2016,"Cape Egmont",653,"OK",""
2016,"Cape Egmont",663,"OK",""
2016,"Cape Egmont",639,"OK",""
2016,"Cape Egmont",665,"OK",""
2016,"Cape Egmont",652,"OK",""
2016,"Cape Egmont",643,"OK",""
2016,"Cape Egmont",662,"OK",""
2016,"Cape Egmont",664,"OK",""
2016,"Cape Egmont",637,"OK",""
2016,"Cape Egmont",645,"OK",""
2016,"Cape Egmont",636,"OK",""
2016,"Cape Egmont",640,"OK",""
2016,"Cape Egmont",649,"OK",""
2016,"Cape Egmont",661,"OK",""
2016,"Cape Egmont",642,"OK",""
2016,"Cape Egmont",655,"OK",""
2016,"Cape Egmont",656,"OK",""
2016,"Cape Egmont",641,"OK",""
2016,"Cape Egmont",660,"OK",""
2016,"Cape Egmont",657,"OK",""
2016,"Nine Mile Creek",885,"OK",""
2016,"Cape Egmont",644,"OK",""
2016,"Cape Egmont",651,"OK",""
2016,"Cape Egmont",647,"OK",""
2016,"Cape Egmont",646,"OK",""
2016,"Cape Egmont",650,"OK",""
2016,"Alberton",701,"OK",""
2016,"Alberton",712,"OK",""
2016,"Alberton",705,"OK",""
2016,"Alberton",707,"OK",""
2016,"Skinner's Pond",845,"OK",""
2016,"Skinner's Pond",846,"OK",""
2016,"Skinner's Pond",848,"OK",""
2016,"Skinner's Pond",852,"OK",""
2016,"Skinner's Pond",856,"OK",""
2016,"Skinner's Pond",853,"OK",""
2016,"Skinner's Pond",855,"OK",""
2016,"Skinner's Pond",844,"OK","5% of gravel"
2016,"Skinner's Pond",847,"OK",""
2016,"Alberton",702,"OK",""
2016,"Alberton",714,"OK",""
2016,"Alberton",730,"OK",""
2016,"Alberton",713,"OK",""
2016,"Alberton",703,"OK",""
2016,"Alberton",719,"OK",""
2016,"Skinner's Pond",849,"OK",""
2016,"Skinner's Pond",850,"OK",""
2016,"Skinner's Pond",842,"OK",""
2016,"Skinner's Pond",870,"OK",""
2016,"Skinner's Pond",843,"OK",""
2016,"Skinner's Pond",867,"OK",""
2016,"Skinner's Pond",854,"OK",""
2016,"Skinner's Pond",860,"OK",""
2016,"Skinner's Pond",864,"OK",""
2016,"Skinner's Pond",865,"OK",""
2017,"Fortune",664,"OK",""
2017,"Cape Egmont",789,"OK",""
2017,"Skinner's Pond",604,"OK",""
2017,"Skinner's Pond",605,"OK",""
2017,"Skinner's Pond",606,"OK",""
2017,"Skinner's Pond",607,"OK",""
2017,"Skinner's Pond",608,"OK",""
2017,"Skinner's Pond",609,"OK",""
2017,"Skinner's Pond",610,"OK",""
2017,"Skinner's Pond",611,"OK",""
2017,"Skinner's Pond",612,"OK",""
2017,"Skinner's Pond",613,"OK",""
2017,"Skinner's Pond",614,"OK",""
2017,"Cape Egmont",790,"OK",""
2017,"Skinner's Pond",615,"OK",""
2017,"Skinner's Pond",616,"OK",""
2017,"Skinner's Pond",617,"OK",""
2017,"Skinner's Pond",618,"OK",""
2017,"Skinner's Pond",619,"OK",""
2017,"Skinner's Pond",620,"OK",""
2017,"Skinner's Pond",621,"OK",""
2017,"Skinner's Pond",622,"OK",""
2017,"Skinner's Pond",623,"OK",""
2017,"Skinner's Pond",624,"OK",""
2017,"Skinner's Pond",625,"OK",""
2017,"Skinner's Pond",626,"OK",""
2017,"Skinner's Pond",627,"OK",""
2017,"Skinner's Pond",628,"OK",""
2017,"Skinner's Pond",629,"OK",""
2017,"Skinner's Pond",630,"OK",""
2017,"Cape Egmont",791,"OK",""
2017,"Skinner's Pond",631,"OK",""
2017,"Skinner's Pond",632,"OK",""
2017,"Skinner's Pond",633,"OK",""
2017,"Fortune",665,"OK",""
2017,"Fortune",666,"OK",""
2017,"Fortune",667,"OK",""
2017,"Fortune",668,"OK",""
2017,"Fortune",669,"OK",""
2017,"Fortune",670,"OK",""
2017,"Fortune",671,"OK",""
2017,"Fortune",672,"OK",""
2017,"Fortune",673,"OK",""
2017,"Cape Egmont",792,"OK",""
2017,"Fortune",674,"OK",""
2017,"Fortune",675,"OK",""
2017,"Fortune",676,"OK",""
2017,"Fortune",677,"OK",""
2017,"Fortune",678,"OK",""
2017,"Fortune",679,"OK",""
2017,"Fortune",680,"OK",""
2017,"Fortune",681,"OK",""
2017,"Fortune",682,"OK",""
2017,"Fortune",683,"OK",""
2017,"Fortune",684,"OK",""
2017,"Fortune",685,"OK",""
2017,"Cape Egmont",793,"OK",""
2017,"Fortune",686,"OK",""
2017,"Fortune",687,"OK",""
2017,"Fortune",688,"OK",""
2017,"Fortune",689,"OK",""
2017,"Fortune",690,"OK",""
2017,"Fortune",691,"OK",""
2017,"Fortune",692,"OK",""
2017,"Fortune",693,"OK",""
2017,"Fortune",695,"OK",""
2017,"Fortune",696,"OK",""
2017,"Fortune",697,"OK",""
2017,"Fortune",698,"OK",""
2017,"Nine Mile Creek",729,"OK",""
2017,"Nine Mile Creek",730,"OK",""
2017,"Nine Mile Creek",731,"OK",""
2017,"Nine Mile Creek",732,"OK",""
2017,"Nine Mile Creek",733,"OK",""
2017,"Nine Mile Creek",734,"OK",""
2017,"Nine Mile Creek",735,"OK",""
2017,"Nine Mile Creek",736,"OK",""
2017,"Cape Egmont",794,"OK",""
2017,"Nine Mile Creek",737,"OK",""
2017,"Nine Mile Creek",738,"OK",""
2017,"Nine Mile Creek",739,"OK",""
2017,"Nine Mile Creek",740,"OK",""
2017,"Nine Mile Creek",741,"OK",""
2017,"Nine Mile Creek",742,"OK",""
2017,"Nine Mile Creek",743,"OK",""
2017,"Nine Mile Creek",744,"OK",""
2017,"Nine Mile Creek",745,"OK",""
2017,"Nine Mile Creek",746,"OK",""
2017,"Cape Egmont",795,"OK",""
2017,"Nine Mile Creek",747,"OK",""
2017,"Nine Mile Creek",748,"OK",""
2017,"Cape Egmont",796,"OK",""
2017,"Nine Mile Creek",749,"OK",""
2017,"Nine Mile Creek",750,"OK",""
2017,"Nine Mile Creek",751,"OK",""
2017,"Nine Mile Creek",752,"OK",""
2017,"Nine Mile Creek",753,"OK",""
2017,"Nine Mile Creek",754,"OK",""
2017,"Nine Mile Creek",755,"OK",""
2017,"Nine Mile Creek",756,"OK",""
2017,"Nine Mile Creek",757,"OK",""
2017,"Nine Mile Creek",758,"OK",""
2017,"Covehead",663,"OK",""
2017,"Covehead",662,"OK",""
2017,"Covehead",661,"OK",""
2017,"Covehead",660,"OK",""
2017,"Covehead",659,"OK",""
2017,"Covehead",658,"<1/2",""
2017,"Covehead",657,"<1/2",""
2017,"Covehead",656,"OK",""
2017,"Covehead",655,"OK",""
2017,"Covehead",654,"OK",""
2017,"Covehead",653,"<1/2",""
2017,"Covehead",652,"<1/2",""
2017,"Covehead",651,"OK",""
2017,"Covehead",650,"OK",""
2017,"Covehead",649,"OK",""
2017,"Cape Egmont",797,"OK",""
2017,"Covehead",648,"OK",""
2017,"Covehead",647,"OK",""
2017,"Covehead",646,"OK",""
2017,"Covehead",645,"OK",""
2017,"Covehead",644,"OK",""
2017,"Covehead",643,"OK",""
2017,"Covehead",642,"OK",""
2017,"Cape Egmont",798,"OK",""
2017,"Covehead",641,"OK",""
2017,"Covehead",640,"OK",""
2017,"Covehead",639,"OK",""
2017,"Covehead",638,"OK",""
2017,"Covehead",637,"OK",""
2017,"Covehead",636,"OK",""
2017,"Covehead",635,"OK",""
2017,"Covehead",634,"OK",""
2017,"Cape Egmont",799,"OK",""
2017,"Alberton",699,"OK",""
2017,"Cape Egmont",800,"OK",""
2017,"Alberton",700,"OK",""
2017,"Alberton",701,"OK",""
2017,"Alberton",702,"OK",""
2017,"Alberton",703,"OK",""
2017,"Alberton",704,"OK",""
2017,"Alberton",705,"OK",""
2017,"Alberton",706,"OK",""
2017,"Alberton",707,"OK",""
2017,"Alberton",708,"OK",""
2017,"Alberton",709,"OK",""
2017,"Alberton",710,"OK",""
2017,"Alberton",711,"OK",""
2017,"Alberton",712,"OK",""
2017,"Alberton",713,"OK",""
2017,"Alberton",714,"OK",""
2017,"Alberton",715,"OK",""
2017,"Alberton",716,"OK",""
2017,"Alberton",717,"OK",""
2017,"Alberton",718,"OK",""
2017,"Alberton",719,"OK",""
2017,"Alberton",720,"OK",""
2017,"Alberton",721,"OK",""
2017,"Alberton",722,"OK",""
2017,"Alberton",723,"OK",""
2017,"Alberton",724,"OK",""
2017,"Alberton",725,"OK",""
2017,"Alberton",726,"OK",""
2017,"Alberton",727,"OK",""
2017,"Alberton",728,"OK",""
2017,"Murray Harbour",759,"OK",""
2017,"Murray Harbour",760,"OK",""
2017,"Murray Harbour",761,"OK",""
2017,"Murray Harbour",762,"OK",""
2017,"Murray Harbour",763,"OK",""
2017,"Murray Harbour",764,"OK",""
2017,"Murray Harbour",765,"OK",""
2017,"Murray Harbour",766,"<1/2",""
2017,"Murray Harbour",767,"OK",""
2017,"Murray Harbour",768,"OK",""
2017,"Murray Harbour",769,"OK",""
2017,"Murray Harbour",770,"OK",""
2017,"Murray Harbour",771,"OK",""
2017,"Murray Harbour",772,"OK",""
2017,"Murray Harbour",773,"OK",""
2017,"Murray Harbour",774,"OK",""
2017,"Murray Harbour",775,"OK",""
2017,"Murray Harbour",776,"OK",""
2017,"Murray Harbour",777,"OK",""
2017,"Murray Harbour",778,"OK",""
2017,"Murray Harbour",779,"OK",""
2017,"Murray Harbour",780,"OK",""
2017,"Murray Harbour",781,"OK",""
2017,"Murray Harbour",782,"OK",""
2017,"Murray Harbour",783,"OK",""
2017,"Murray Harbour",784,"OK",""
2017,"Murray Harbour",785,"OK",""
2017,"Murray Harbour",786,"OK",""
2017,"Murray Harbour",787,"OK",""
2017,"Murray Harbour",788,"OK",""
2017,"Wallace",1161,"OK",""
2017,"Wallace",1162,"OK",""
2017,"Wallace",1164,"OK",""
2017,"Wallace",1165,"OK",""
2017,"Wallace",1166,"OK",""
2017,"Wallace",1167,"OK",""
2017,"Wallace",1168,"OK",""
2017,"Wallace",1169,"OK",""
2017,"Wallace",1170,"OK",""
2017,"Cape Egmont",801,"OK",""
2017,"Wallace",1171,"OK",""
2017,"Wallace",1172,"OK",""
2017,"Cape Egmont",802,"OK",""
2017,"Wallace",1173,"OK",""
2017,"Wallace",1174,"OK",""
2017,"Wallace",1175,"OK",""
2017,"Wallace",1176,"OK",""
2017,"Wallace",1177,"OK",""
2017,"Wallace",1178,"OK",""
2017,"Wallace",1179,"OK",""
2017,"Wallace",1180,"OK",""
2017,"Wallace",1181,"OK",""
2017,"Wallace",1182,"OK",""
2017,"Wallace",1183,"OK",""
2017,"Wallace",1184,"OK",""
2017,"Wallace",1185,"OK",""
2017,"Wallace",1186,"OK",""
2017,"Wallace",1187,"OK",""
2017,"Wallace",1188,"OK",""
2017,"Cape Egmont",803,"OK",""
2017,"Wallace",1189,"OK",""
2017,"Wallace",1190,"OK",""
2017,"Cape Egmont",804,"OK",""
2017,"Cape Egmont",805,"OK",""
2017,"Cape Egmont",806,"OK",""
2017,"Cape Egmont",807,"OK",""
2017,"Cape Egmont",808,"OK",""
2017,"Cape Egmont",809,"OK",""
2017,"Cape Egmont",810,"OK",""
2017,"Cape Egmont",811,"OK",""
2017,"Cape Egmont",812,"OK",""
2017,"Cape Egmont",813,"OK",""
2017,"Cape Egmont",814,"OK",""
2017,"Cape Egmont",815,"OK",""
2017,"Cape Egmont",816,"OK",""
2017,"Cape Egmont",817,"OK",""
2017,"Cape Egmont",818,"OK",""
2017,"Fortune",694,"OK",""
2018,"Covehead",2373,"OK",""
2018,"Wallace",2051,"OK",""
2018,"Wallace",9999,"OK",""
2020,"Alberton",6737,"OK",""
2020,"Alberton",6732,"OK",""
2020,"Alberton",6748,"OK",""
2020,"Alberton",6755,"OK",""
2020,"Alberton",6754,"OK",""
2020,"Alberton",6760,"OK",""
2020,"Alberton",6753,"OK",""
2020,"Alberton",6759,"OK",""
2020,"Alberton",6731,"OK",""
2020,"Alberton",6736,"OK",""
2020,"Alberton",6742,"OK",""
2020,"Alberton",6757,"OK",""
2020,"Alberton",6741,"OK",""
2020,"Alberton",6747,"OK",""
2020,"Alberton",6758,"OK",""
2020,"Alberton",6752,"OK",""
2020,"Alberton",6746,"OK",""
2020,"Alberton",6751,"OK",""
2020,"Alberton",6756,"OK",""
2020,"Fortune",6681,"OK",""
2020,"Fortune",6676,"OK",""
2020,"Fortune",6663,"OK",""
2020,"Fortune",6691,"OK",""
2020,"Fortune",6670,"OK",""
2019,"Skinner's Pond",1207,"OK",""
2019,"Skinner's Pond",1220,"OK",""
2019,"Skinner's Pond",1208,"OK",""
2019,"Skinner's Pond",1214,"OK",""
2019,"Skinner's Pond",1206,"OK",""
2019,"Skinner's Pond",1201,"OK",""
2019,"Skinner's Pond",1209,"OK",""
2019,"Skinner's Pond",1210,"OK",""
2019,"Skinner's Pond",1203,"OK",""
2019,"Skinner's Pond",1215,"OK","No gravel"
2019,"Skinner's Pond",1211,"OK",""
2019,"Skinner's Pond",1212,"OK",""
2019,"Skinner's Pond",1213,"OK",""
2019,"Skinner's Pond",1205,"OK",""
2019,"Skinner's Pond",1230,"OK","No gravel"
2019,"Skinner's Pond",1219,"OK",""
2019,"Skinner's Pond",1218,"OK",""
2019,"Skinner's Pond",1217,"OK",""
2019,"Skinner's Pond",1216,"OK",""
2019,"Skinner's Pond",1221,"OK",""
2019,"Skinner's Pond",1222,"OK",""
2019,"Skinner's Pond",1223,"OK",""
2019,"Skinner's Pond",1224,"OK",""
2019,"Skinner's Pond",1225,"OK",""
2019,"Skinner's Pond",1226,"OK",""
2019,"Skinner's Pond",1227,"OK",""
2019,"Skinner's Pond",1228,"OK",""
2019,"Skinner's Pond",1229,"OK",""
2019,"Cape Egmont",1300,"OK",""
2019,"Cape Egmont",1303,"OK",""
2019,"Cape Egmont",1304,"OK",""
